order_id,order_datetime,restaurant_lat,restaurant_lon,customer_lat,customer_lon,num_items,order_value,day_of_week,hour,is_weekend,weather,traffic_level,distance_km,actual_delivery_time_minutes
ORD002702,2026-02-07 20:51:00,52.38505,4.941391,52.4738,4.87095,1,13.72,Saturday,20,True,rainy,high,10.95,76
ORD002703,2026-01-10 10:26:00,52.31978,4.879651,52.295871,4.959943,2,33.56,Saturday,10,True,sunny,medium,6.06,35
ORD002704,2026-01-15 18:09:00,52.344652,4.899789,52.389862,4.937892,4,39.4,Thursday,18,False,sunny,medium,5.64,40
ORD002705,2026-01-01 19:20:00,52.323362,4.895551,52.344512,4.92131,2,18.11,Thursday,19,False,sunny,medium,2.93,30
ORD002706,2026-01-14 16:01:00,52.333804,4.864332,52.251729,4.902855,4,89.03,Wednesday,16,False,sunny,low,9.48,52
ORD002707,2026-01-27 12:09:00,52.329254,4.931407,52.305536,4.997154,3,24.6,Tuesday,12,False,sunny,high,5.18,46
ORD002708,2026-01-12 10:53:00,52.371152,4.869537,52.311352,4.957603,5,52.01,Monday,10,False,sunny,high,8.93,65
ORD002709,2026-03-19 19:10:00,52.329137,4.900284,52.333289,4.867035,7,79.65,Thursday,19,False,rainy,medium,2.3,50
ORD002710,2026-03-02 10:54:00,52.346227,4.878322,52.378886,4.823449,2,37.22,Monday,10,False,sunny,medium,5.19,34
ORD002711,2026-01-28 18:12:00,52.362256,4.875812,52.335865,4.87439,2,28.66,Wednesday,18,False,sunny,high,2.93,37
ORD002712,2026-02-12 10:56:00,52.40651,4.906927,52.429573,4.987589,4,48.38,Thursday,10,False,sunny,low,6.03,32
ORD002713,2026-03-23 18:56:00,52.390189,4.93501,52.372739,4.97926,3,69.43,Monday,18,False,sunny,low,3.57,35
ORD002714,2026-02-28 22:39:00,52.34014,4.949871,52.26594,4.860652,6,117.03,Saturday,22,True,sunny,low,10.22,55
ORD002715,2026-03-10 16:27:00,52.324047,4.952897,52.346332,5.033258,7,96.7,Tuesday,16,False,sunny,high,5.99,60
ORD002716,2026-02-15 11:40:00,52.330312,4.912916,52.33146,4.947978,6,84.51,Sunday,11,True,sunny,medium,2.38,32
ORD002717,2026-02-04 13:47:00,52.381779,4.893969,52.339225,4.966921,5,64.97,Wednesday,13,False,rainy,high,6.84,63
ORD002718,2026-03-25 16:35:00,52.400937,4.87452,52.355623,4.819053,2,48.41,Wednesday,16,False,rainy,medium,6.28,53
ORD002719,2026-01-29 13:03:00,52.377488,4.904884,52.373465,4.826023,5,66.83,Thursday,13,False,sunny,medium,5.36,46
ORD002720,2026-01-31 17:56:00,52.348478,4.951975,52.426369,4.965387,4,62.93,Saturday,17,True,snowy,low,8.69,66
ORD002721,2026-02-21 15:57:00,52.389954,4.857225,52.317756,4.827496,7,85.15,Saturday,15,True,sunny,high,8.26,59
ORD002722,2026-01-04 12:32:00,52.413113,4.933406,52.391004,4.855279,3,46.35,Sunday,12,True,sunny,medium,5.83,42
ORD002723,2026-03-13 17:25:00,52.409133,4.858295,52.361356,4.913835,3,61.72,Friday,17,False,sunny,high,6.5,50
ORD002724,2026-02-17 21:52:00,52.347314,4.869102,52.309726,4.883519,7,99.26,Tuesday,21,False,sunny,low,4.29,40
ORD002725,2026-02-24 18:55:00,52.376235,4.893036,52.415187,4.832678,2,38.23,Tuesday,18,False,sunny,medium,5.95,47
ORD002726,2026-01-11 13:01:00,52.333227,4.886978,52.422712,4.83727,7,132.34,Sunday,13,True,snowy,medium,10.49,86
ORD002727,2026-01-16 18:05:00,52.376411,4.912008,52.389597,4.878201,2,22.68,Friday,18,False,sunny,high,2.72,35
ORD002728,2026-01-29 12:21:00,52.393393,4.862523,52.387835,4.850871,2,16.12,Thursday,12,False,rainy,medium,1.0,35
ORD002729,2026-01-14 19:34:00,52.352526,4.871546,52.27473,4.816936,6,125.61,Wednesday,19,False,sunny,medium,9.4,61
ORD002730,2026-03-26 22:53:00,52.331892,4.93744,52.265397,4.853175,1,23.32,Thursday,22,False,sunny,low,9.34,39
ORD002731,2026-02-12 17:36:00,52.362877,4.945995,52.324123,4.975034,4,57.43,Thursday,17,False,rainy,medium,4.73,52
ORD002732,2026-03-05 14:41:00,52.385228,4.931691,52.343771,4.852495,1,11.84,Thursday,14,False,sunny,low,7.07,30
ORD002733,2026-02-07 12:45:00,52.357726,4.880533,52.370588,4.886502,2,21.68,Saturday,12,True,sunny,medium,1.48,29
ORD002734,2026-03-19 12:27:00,52.39533,4.925116,52.342336,4.855978,2,46.87,Thursday,12,False,rainy,medium,7.52,51
ORD002735,2026-03-07 12:35:00,52.349019,4.951972,52.395553,4.872356,4,35.52,Saturday,12,True,sunny,low,7.47,41
ORD002736,2026-01-20 16:21:00,52.336268,4.922564,52.321633,4.84911,7,125.81,Tuesday,16,False,rainy,high,5.24,65
ORD002737,2026-01-05 22:02:00,52.332423,4.911498,52.308396,4.921947,4,80.41,Monday,22,False,sunny,medium,2.76,34
ORD002738,2026-01-27 22:03:00,52.372258,4.952279,52.432631,4.936644,7,82.53,Tuesday,22,False,sunny,high,6.78,54
ORD002739,2026-02-22 21:39:00,52.397915,4.881417,52.455601,4.901506,7,105.2,Sunday,21,True,rainy,low,6.55,55
ORD002740,2026-01-25 11:02:00,52.364232,4.918814,52.358157,4.944789,6,133.53,Sunday,11,True,rainy,low,1.89,41
ORD002741,2026-01-31 13:42:00,52.325371,4.924061,52.391093,4.9794,3,56.5,Saturday,13,True,rainy,medium,8.2,54
ORD002742,2026-01-05 22:40:00,52.341736,4.93031,52.355033,4.846035,4,86.8,Monday,22,False,sunny,high,5.9,45
ORD002743,2026-03-11 20:57:00,52.4013,4.895831,52.45475,4.901453,2,46.59,Wednesday,20,False,rainy,low,5.95,52
ORD002744,2026-03-03 13:49:00,52.387859,4.94401,52.338237,4.962769,1,18.53,Tuesday,13,False,snowy,high,5.65,64
ORD002745,2026-03-26 18:19:00,52.355834,4.936949,52.280372,4.959408,5,65.44,Thursday,18,False,sunny,low,8.51,53
ORD002746,2026-03-29 20:44:00,52.355166,4.880155,52.331826,4.799926,3,59.48,Sunday,20,True,snowy,high,6.02,63
ORD002747,2026-01-20 12:26:00,52.414047,4.907512,52.418748,4.883647,1,21.58,Tuesday,12,False,sunny,medium,1.7,27
ORD002748,2026-03-07 10:48:00,52.390585,4.919259,52.310899,4.833296,4,52.58,Saturday,10,True,snowy,medium,10.59,71
ORD002749,2026-03-04 17:43:00,52.335023,4.907934,52.316245,4.892739,1,20.03,Wednesday,17,False,snowy,low,2.33,35
ORD002750,2026-02-11 16:14:00,52.33418,4.885422,52.282409,4.818069,7,63.15,Wednesday,16,False,sunny,low,7.34,42
ORD002751,2026-01-24 13:51:00,52.344234,4.856341,52.404272,4.77637,6,140.62,Saturday,13,True,sunny,medium,8.59,58
ORD002752,2026-02-23 20:19:00,52.399213,4.87607,52.440413,4.850021,1,17.49,Monday,20,False,sunny,high,4.9,46
ORD002753,2026-01-21 11:15:00,52.329964,4.897156,52.292304,4.952402,3,64.85,Wednesday,11,False,sunny,high,5.61,45
ORD002754,2026-02-28 13:42:00,52.31904,4.868479,52.267398,4.841767,7,125.99,Saturday,13,True,sunny,high,6.01,58
ORD002755,2026-03-04 16:52:00,52.368178,4.916176,52.439026,4.860788,7,107.85,Wednesday,16,False,rainy,low,8.71,58
ORD002756,2026-03-03 19:23:00,52.370438,4.90563,52.417942,4.872021,5,60.76,Tuesday,19,False,sunny,high,5.74,55
ORD002757,2026-03-01 18:05:00,52.408805,4.944136,52.393631,5.011587,7,89.26,Sunday,18,True,sunny,high,4.87,51
ORD002758,2026-01-03 16:27:00,52.345527,4.865029,52.301728,4.92581,3,60.95,Saturday,16,True,rainy,low,6.37,42
ORD002759,2026-01-21 15:47:00,52.379565,4.904244,52.356873,4.854521,3,36.75,Wednesday,15,False,rainy,low,4.21,39
ORD002760,2026-02-18 14:53:00,52.382467,4.921143,52.408574,4.871041,4,40.77,Wednesday,14,False,sunny,low,4.46,34
ORD002761,2026-03-06 22:44:00,52.395798,4.928635,52.468739,4.909823,3,45.56,Friday,22,False,sunny,high,8.2,48
ORD002762,2026-03-27 13:37:00,52.400024,4.94413,52.473286,4.921655,1,18.88,Friday,13,False,sunny,high,8.27,53
ORD002763,2026-01-18 22:20:00,52.410299,4.882091,52.442139,4.817932,2,47.42,Sunday,22,True,sunny,low,5.6,35
ORD002764,2026-02-28 17:02:00,52.382814,4.858583,52.345306,4.914279,2,17.2,Saturday,17,True,sunny,medium,5.62,33
ORD002765,2026-03-17 18:47:00,52.324431,4.912819,52.34199,4.877207,7,134.71,Tuesday,18,False,sunny,medium,3.1,42
ORD002766,2026-01-24 14:47:00,52.388624,4.919236,52.377964,4.90085,3,73.83,Saturday,14,True,sunny,low,1.72,23
ORD002767,2026-03-13 10:48:00,52.381696,4.938535,52.366536,4.912247,3,68.69,Friday,10,False,rainy,medium,2.45,33
ORD002768,2026-02-15 19:30:00,52.393211,4.870907,52.462846,4.88693,5,73.86,Sunday,19,True,rainy,high,7.81,74
ORD002769,2026-03-12 18:11:00,52.35543,4.861022,52.394645,4.797616,2,30.95,Thursday,18,False,rainy,high,6.12,57
ORD002770,2026-01-30 20:17:00,52.320117,4.914473,52.35866,4.982834,6,48.32,Friday,20,False,sunny,high,6.31,56
ORD002771,2026-02-18 10:46:00,52.33577,4.865126,52.415506,4.896221,7,59.87,Wednesday,10,False,sunny,high,9.1,63
ORD002772,2026-02-22 21:22:00,52.396081,4.85993,52.337446,4.830081,5,91.51,Sunday,21,True,sunny,medium,6.82,50
ORD002773,2026-01-17 17:34:00,52.352988,4.947444,52.272757,4.884915,1,21.99,Saturday,17,True,sunny,medium,9.86,48
ORD002774,2026-03-06 13:55:00,52.410675,4.866669,52.447566,4.894152,6,120.37,Friday,13,False,sunny,high,4.5,54
ORD002775,2026-01-05 22:46:00,52.399527,4.857341,52.430306,4.809409,3,62.58,Monday,22,False,sunny,low,4.71,36
ORD002776,2026-03-21 10:11:00,52.32595,4.931735,52.348286,4.942359,7,122.77,Saturday,10,True,rainy,high,2.58,50
ORD002777,2026-01-02 14:07:00,52.343791,4.915775,52.358907,4.850048,6,55.09,Friday,14,False,sunny,high,4.76,44
ORD002778,2026-03-10 18:53:00,52.373131,4.877597,52.36312,4.943717,6,149.79,Tuesday,18,False,sunny,low,4.62,38
ORD002779,2026-03-31 14:35:00,52.36794,4.938894,52.377313,4.958285,3,36.78,Tuesday,14,False,rainy,low,1.68,36
ORD002780,2026-01-07 17:21:00,52.381029,4.859334,52.465935,4.771831,1,16.35,Wednesday,17,False,rainy,low,11.13,48
ORD002781,2026-02-18 12:06:00,52.404788,4.930207,52.380187,4.988117,1,17.83,Wednesday,12,False,sunny,medium,4.78,33
ORD002782,2026-03-18 13:56:00,52.40618,4.953321,52.3259,4.952467,4,91.33,Wednesday,13,False,rainy,medium,8.91,63
ORD002783,2026-03-30 18:50:00,52.350876,4.90825,52.407276,4.885396,5,86.43,Monday,18,False,sunny,high,6.45,58
ORD002784,2026-01-29 18:33:00,52.321847,4.898923,52.346324,4.81044,2,27.6,Thursday,18,False,sunny,high,6.59,46
ORD002785,2026-03-31 17:33:00,52.392961,4.891054,52.406466,4.849714,6,105.67,Tuesday,17,False,sunny,low,3.18,37
ORD002786,2026-03-10 15:59:00,52.378518,4.901108,52.34697,4.836939,7,97.6,Tuesday,15,False,snowy,medium,5.58,66
ORD002787,2026-02-05 20:46:00,52.403607,4.940694,52.371266,4.949282,6,60.01,Thursday,20,False,sunny,high,3.64,57
ORD002788,2026-01-05 19:05:00,52.326085,4.864882,52.289906,4.812956,7,163.0,Monday,19,False,sunny,medium,5.34,51
ORD002789,2026-01-23 20:03:00,52.362332,4.885895,52.447006,4.953709,7,168.96,Friday,20,False,sunny,medium,10.46,66
ORD002790,2026-02-25 11:31:00,52.390034,4.923031,52.398548,4.895511,7,128.24,Wednesday,11,False,rainy,low,2.09,34
ORD002791,2026-01-19 12:52:00,52.335309,4.921487,52.309637,4.978378,4,82.55,Monday,12,False,sunny,medium,4.8,46
ORD002792,2026-03-20 13:41:00,52.349521,4.903121,52.273229,4.962071,5,63.31,Friday,13,False,sunny,medium,9.36,54
ORD002793,2026-02-03 16:40:00,52.413051,4.939303,52.475491,4.968298,6,74.57,Tuesday,16,False,rainy,high,7.2,62
ORD002794,2026-03-24 17:19:00,52.416573,4.874499,52.499495,4.841248,1,23.76,Tuesday,17,False,sunny,medium,9.48,51
ORD002795,2026-01-11 20:38:00,52.370318,4.85601,52.369718,4.818406,6,52.97,Sunday,20,True,sunny,high,2.55,43
ORD002796,2026-02-12 21:19:00,52.376536,4.882173,52.352588,4.808397,2,39.36,Thursday,21,False,sunny,low,5.66,33
ORD002797,2026-03-31 10:59:00,52.397785,4.875216,52.379563,4.80863,5,111.63,Tuesday,10,False,sunny,low,4.94,40
ORD002798,2026-01-20 11:39:00,52.361785,4.858814,52.364957,4.912042,7,73.19,Tuesday,11,False,rainy,low,3.63,43
ORD002799,2026-01-24 13:27:00,52.353849,4.866943,52.282164,4.944723,7,140.08,Saturday,13,True,rainy,high,9.55,75
ORD002800,2026-02-15 16:59:00,52.326803,4.875116,52.322193,4.837042,5,76.77,Sunday,16,True,snowy,high,2.63,62
ORD002801,2026-03-01 19:23:00,52.360006,4.879054,52.34694,4.870919,4,35.82,Sunday,19,True,sunny,medium,1.55,28
ORD002802,2026-03-24 13:02:00,52.371352,4.929004,52.301614,4.981406,1,14.26,Tuesday,13,False,rainy,high,8.52,65
ORD002803,2026-03-19 18:16:00,52.369354,4.893678,52.365638,4.839156,1,20.58,Thursday,18,False,sunny,high,3.72,46
ORD002804,2026-01-05 11:27:00,52.329305,4.928503,52.269009,4.962238,1,23.43,Monday,11,False,sunny,low,7.07,40
ORD002805,2026-01-19 18:02:00,52.389203,4.876249,52.425454,4.942621,1,8.06,Monday,18,False,snowy,high,6.03,60
ORD002806,2026-01-21 16:40:00,52.347429,4.903421,52.399241,4.902511,3,43.99,Wednesday,16,False,sunny,low,5.75,35
ORD002807,2026-02-23 14:49:00,52.385019,4.918722,52.40602,4.876774,3,27.29,Monday,14,False,sunny,low,3.68,27
ORD002808,2026-03-27 22:00:00,52.353435,4.919444,52.363723,4.841062,1,21.86,Friday,22,False,rainy,medium,5.44,39
ORD002809,2026-01-16 20:17:00,52.379036,4.866343,52.357178,4.823389,1,12.92,Friday,20,False,sunny,medium,3.79,39
ORD002810,2026-01-03 14:32:00,52.413263,4.855611,52.3339,4.855772,4,75.67,Saturday,14,True,sunny,low,8.81,46
ORD002811,2026-02-08 16:13:00,52.383025,4.930021,52.313433,5.018322,3,57.67,Sunday,16,True,rainy,high,9.77,62
ORD002812,2026-03-21 12:20:00,52.383747,4.88987,52.363615,4.851381,3,46.55,Saturday,12,True,sunny,high,3.43,43
ORD002813,2026-02-05 22:29:00,52.351064,4.944781,52.274534,4.863737,4,59.65,Thursday,22,False,rainy,low,10.12,61
ORD002814,2026-02-12 19:09:00,52.386437,4.929788,52.333728,4.951803,1,11.15,Thursday,19,False,rainy,low,6.04,48
ORD002815,2026-03-04 16:58:00,52.34592,4.911185,52.266636,4.993993,4,43.33,Wednesday,16,False,rainy,low,10.44,59
ORD002816,2026-01-21 18:54:00,52.407487,4.880122,52.430667,4.797743,2,19.95,Wednesday,18,False,rainy,high,6.14,64
ORD002817,2026-01-09 20:12:00,52.406919,4.854676,52.450461,4.863485,5,68.51,Friday,20,False,rainy,high,4.87,66
ORD002818,2026-01-17 19:54:00,52.349209,4.9347,52.277036,4.926717,1,8.9,Saturday,19,True,rainy,high,8.03,62
ORD002819,2026-02-15 11:22:00,52.413524,4.951991,52.419226,4.954709,6,91.03,Sunday,11,True,sunny,low,0.66,26
ORD002820,2026-03-24 14:26:00,52.401135,4.925221,52.358087,4.906329,4,87.41,Tuesday,14,False,sunny,low,4.95,36
ORD002821,2026-01-18 14:11:00,52.386705,4.910454,52.323251,4.944452,7,103.41,Sunday,14,True,sunny,medium,7.41,56
ORD002822,2026-03-04 22:58:00,52.411103,4.874625,52.488736,4.902457,2,24.15,Wednesday,22,False,sunny,low,8.82,36
ORD002823,2026-01-15 17:25:00,52.360123,4.8975,52.369639,4.948356,7,60.84,Thursday,17,False,sunny,low,3.61,37
ORD002824,2026-01-01 16:47:00,52.362511,4.855534,52.417208,4.892121,2,28.33,Thursday,16,False,rainy,low,6.56,42
ORD002825,2026-03-29 11:32:00,52.351433,4.869174,52.375466,4.900506,7,117.02,Sunday,11,True,rainy,low,3.41,45
ORD002826,2026-02-04 12:51:00,52.399464,4.937956,52.439953,4.892451,2,24.38,Wednesday,12,False,sunny,high,5.45,51
ORD002827,2026-02-18 22:13:00,52.40355,4.914544,52.390739,4.976701,5,62.68,Wednesday,22,False,sunny,low,4.44,32
ORD002828,2026-02-16 20:45:00,52.351526,4.905663,52.291963,4.960775,6,120.26,Monday,20,False,sunny,medium,7.59,55
ORD002829,2026-02-20 21:47:00,52.402467,4.953143,52.426073,5.005963,1,17.15,Friday,21,False,rainy,low,4.43,31
ORD002830,2026-02-16 20:28:00,52.34622,4.939325,52.363651,4.953614,5,112.35,Monday,20,False,sunny,medium,2.16,40
ORD002831,2026-01-09 15:37:00,52.411425,4.935437,52.441309,4.908323,7,104.95,Friday,15,False,sunny,high,3.79,48
ORD002832,2026-01-11 16:01:00,52.383875,4.943781,52.339164,5.00152,7,98.78,Sunday,16,True,sunny,low,6.32,40
ORD002833,2026-01-19 16:06:00,52.344299,4.855635,52.327576,4.857034,7,153.84,Monday,16,False,rainy,medium,1.86,48
ORD002834,2026-02-09 22:11:00,52.347505,4.909997,52.302613,4.98937,2,19.91,Monday,22,False,sunny,low,7.33,32
ORD002835,2026-03-08 11:24:00,52.374494,4.916278,52.369278,4.945498,1,18.01,Sunday,11,True,sunny,low,2.06,26
ORD002836,2026-01-19 15:19:00,52.353676,4.864969,52.403775,4.84086,5,65.96,Monday,15,False,sunny,high,5.8,45
ORD002837,2026-02-07 17:24:00,52.333577,4.899742,52.244956,4.922469,7,73.18,Saturday,17,True,rainy,low,9.96,60
ORD002838,2026-02-27 12:29:00,52.393854,4.929673,52.388415,4.968825,3,55.22,Friday,12,False,rainy,high,2.72,50
ORD002839,2026-01-18 18:21:00,52.384681,4.888186,52.42506,4.855862,2,34.66,Sunday,18,True,sunny,high,4.99,46
ORD002840,2026-01-07 14:28:00,52.380273,4.935215,52.467871,4.955875,7,151.22,Wednesday,14,False,sunny,high,9.82,72
ORD002841,2026-01-16 18:15:00,52.357718,4.917996,52.422223,4.987045,7,74.34,Friday,18,False,sunny,high,8.55,64
ORD002842,2026-01-30 19:41:00,52.402596,4.879024,52.368967,4.799684,5,124.74,Friday,19,False,rainy,high,6.54,67
ORD002843,2026-03-02 16:59:00,52.322279,4.904453,52.244144,4.973519,6,61.57,Monday,16,False,sunny,medium,9.86,57
ORD002844,2026-02-20 15:57:00,52.346028,4.880475,52.349879,4.964674,3,71.06,Friday,15,False,sunny,low,5.73,33
ORD002845,2026-03-24 20:04:00,52.417559,4.894638,52.425882,4.845208,6,113.82,Tuesday,20,False,sunny,low,3.47,36
ORD002846,2026-01-26 15:29:00,52.348837,4.918844,52.306583,4.953112,1,18.92,Monday,15,False,rainy,medium,5.23,39
ORD002847,2026-01-11 15:24:00,52.36283,4.931487,52.288042,4.983643,1,18.59,Sunday,15,True,sunny,high,9.02,52
ORD002848,2026-03-04 20:29:00,52.350344,4.944115,52.316542,4.903395,1,10.36,Wednesday,20,False,rainy,high,4.66,58
ORD002849,2026-01-22 22:36:00,52.33133,4.914217,52.334627,4.854559,3,60.44,Thursday,22,False,sunny,low,4.06,26
ORD002850,2026-02-12 21:19:00,52.390629,4.872563,52.409775,4.895641,3,46.36,Thursday,21,False,rainy,low,2.64,39
ORD002851,2026-02-25 13:51:00,52.384307,4.903452,52.415693,4.96038,6,74.62,Wednesday,13,False,snowy,high,5.2,70
ORD002852,2026-03-12 15:49:00,52.342312,4.895568,52.309516,4.954786,5,94.79,Thursday,15,False,rainy,medium,5.42,51
ORD002853,2026-01-13 14:52:00,52.322743,4.948147,52.314829,4.979621,6,106.62,Tuesday,14,False,snowy,low,2.31,41
ORD002854,2026-03-09 16:15:00,52.369318,4.934895,52.397323,4.878244,2,36.93,Monday,16,False,snowy,low,4.94,48
ORD002855,2026-01-14 17:17:00,52.379131,4.950818,52.311506,4.952128,2,17.36,Wednesday,17,False,rainy,low,7.51,40
ORD002856,2026-01-01 18:08:00,52.408522,4.884371,52.454239,4.879693,3,38.88,Thursday,18,False,sunny,high,5.08,49
ORD002857,2026-02-09 18:19:00,52.391841,4.9045,52.303867,4.861558,3,70.08,Monday,18,False,snowy,high,10.19,83
ORD002858,2026-01-22 12:13:00,52.330494,4.869576,52.292857,4.793029,7,137.14,Thursday,12,False,sunny,medium,6.66,53
ORD002859,2026-01-23 16:06:00,52.349004,4.88195,52.302521,4.862737,1,13.89,Friday,16,False,sunny,low,5.32,32
ORD002860,2026-03-18 14:48:00,52.358545,4.896484,52.388428,4.973535,4,48.4,Wednesday,14,False,sunny,low,6.19,42
ORD002861,2026-03-27 20:05:00,52.36331,4.904875,52.321395,4.828252,7,103.47,Friday,20,False,rainy,high,6.97,69
ORD002862,2026-01-29 17:06:00,52.356932,4.865889,52.30758,4.822985,3,45.28,Thursday,17,False,snowy,low,6.2,50
ORD002863,2026-03-19 10:21:00,52.319351,4.897857,52.289888,4.952549,3,55.46,Thursday,10,False,sunny,low,4.95,35
ORD002864,2026-02-05 15:47:00,52.342543,4.868656,52.31717,4.850815,1,21.16,Thursday,15,False,sunny,low,3.07,25
ORD002865,2026-02-01 10:00:00,52.416152,4.868271,52.379524,4.809002,1,16.27,Sunday,10,True,snowy,low,5.71,52
ORD002866,2026-02-25 13:20:00,52.327744,4.931475,52.281476,4.892022,1,16.43,Wednesday,13,False,sunny,high,5.79,43
ORD002867,2026-02-12 19:02:00,52.326487,4.914333,52.252803,4.852593,6,71.33,Thursday,19,False,sunny,medium,9.19,63
ORD002868,2026-01-25 12:36:00,52.366564,4.90002,52.40973,4.903854,7,72.89,Sunday,12,True,sunny,low,4.8,41
ORD002869,2026-01-01 11:50:00,52.409536,4.897822,52.488948,4.878463,5,83.56,Thursday,11,False,rainy,low,8.91,54
ORD002870,2026-01-13 21:29:00,52.336339,4.894018,52.396731,4.908036,3,26.51,Tuesday,21,False,sunny,low,6.77,31
ORD002871,2026-02-18 19:04:00,52.411127,4.901616,52.332705,4.869492,3,38.43,Wednesday,19,False,sunny,high,8.97,61
ORD002872,2026-01-11 17:26:00,52.335986,4.905134,52.336009,4.963416,3,52.86,Sunday,17,True,rainy,low,3.95,34
ORD002873,2026-01-17 15:13:00,52.399836,4.897219,52.451018,4.880777,1,24.95,Saturday,15,True,sunny,low,5.79,25
ORD002874,2026-01-09 20:47:00,52.402932,4.883288,52.395975,4.941451,6,63.77,Friday,20,False,rainy,high,4.01,55
ORD002875,2026-01-01 15:57:00,52.400391,4.898303,52.481403,4.907667,1,12.58,Thursday,15,False,snowy,medium,9.01,54
ORD002876,2026-03-18 21:18:00,52.381414,4.900029,52.465024,4.849445,4,69.1,Wednesday,21,False,sunny,low,9.89,43
ORD002877,2026-02-21 11:24:00,52.361148,4.943663,52.442131,4.98305,1,12.29,Saturday,11,True,sunny,high,9.38,55
ORD002878,2026-02-03 18:24:00,52.412739,4.897706,52.400024,4.92976,2,32.17,Tuesday,18,False,sunny,high,2.59,37
ORD002879,2026-02-23 15:50:00,52.326645,4.951235,52.350477,5.038696,1,13.67,Monday,15,False,sunny,low,6.5,38
ORD002880,2026-01-10 13:48:00,52.3259,4.905317,52.294851,4.87573,3,45.05,Saturday,13,True,rainy,high,3.99,56
ORD002881,2026-02-28 17:00:00,52.415871,4.911683,52.501084,4.826554,2,37.3,Saturday,17,True,rainy,high,11.08,70
ORD002882,2026-03-12 14:47:00,52.32366,4.935847,52.241406,4.870578,6,125.07,Thursday,14,False,sunny,low,10.15,55
ORD002883,2026-02-21 11:05:00,52.401222,4.900823,52.369112,4.91184,5,95.46,Saturday,11,True,sunny,low,3.64,26
ORD002884,2026-02-03 14:29:00,52.368033,4.866607,52.412469,4.883973,2,47.89,Tuesday,14,False,snowy,high,5.07,62
ORD002885,2026-01-27 13:24:00,52.414068,4.911912,52.475264,4.991509,7,134.28,Tuesday,13,False,sunny,medium,8.67,56
ORD002886,2026-03-10 13:07:00,52.379337,4.902387,52.464487,4.864823,6,65.26,Tuesday,13,False,sunny,medium,9.79,65
ORD002887,2026-03-16 19:18:00,52.332241,4.873669,52.312995,4.801817,1,18.63,Monday,19,False,rainy,high,5.32,53
ORD002888,2026-03-29 20:29:00,52.399223,4.930699,52.36491,4.988818,5,115.66,Sunday,20,True,snowy,high,5.48,73
ORD002889,2026-03-15 19:18:00,52.344861,4.944857,52.417569,5.021118,7,98.85,Sunday,19,True,sunny,high,9.59,70
ORD002890,2026-02-10 18:33:00,52.347636,4.929481,52.270937,4.933711,7,167.56,Tuesday,18,False,sunny,high,8.52,72
ORD002891,2026-01-05 18:53:00,52.392586,4.879559,52.387948,4.832838,5,40.75,Monday,18,False,sunny,high,3.21,43
ORD002892,2026-02-16 15:25:00,52.403652,4.939138,52.461585,4.904762,6,110.34,Monday,15,False,sunny,medium,6.84,47
ORD002893,2026-02-05 11:55:00,52.338842,4.915945,52.350109,4.90921,4,34.73,Thursday,11,False,sunny,low,1.33,19
ORD002894,2026-02-08 16:06:00,52.323581,4.889657,52.372501,4.910402,6,125.06,Sunday,16,True,sunny,medium,5.61,51
ORD002895,2026-01-27 14:52:00,52.369753,4.925897,52.441074,4.975069,6,92.57,Tuesday,14,False,rainy,low,8.59,50
ORD002896,2026-01-07 10:29:00,52.402398,4.87152,52.431519,4.930012,6,65.45,Wednesday,10,False,sunny,low,5.11,40
ORD002897,2026-02-10 18:33:00,52.327647,4.880327,52.281902,4.923927,7,81.69,Tuesday,18,False,sunny,low,5.88,48
ORD002898,2026-02-22 10:49:00,52.388379,4.941026,52.306736,4.980774,7,116.35,Sunday,10,True,sunny,low,9.45,56
ORD002899,2026-02-07 13:49:00,52.366625,4.854733,52.363478,4.858298,1,24.49,Saturday,13,True,snowy,high,0.42,51
ORD002900,2026-01-31 20:05:00,52.381526,4.902911,52.309301,4.934868,2,45.34,Saturday,20,True,rainy,high,8.3,64
ORD002901,2026-02-07 20:48:00,52.410699,4.937337,52.324469,4.90101,2,25.63,Saturday,20,True,sunny,medium,9.88,53
ORD002902,2026-01-07 12:37:00,52.341624,4.892553,52.270673,4.965279,5,90.82,Wednesday,12,False,sunny,high,9.29,65
ORD002903,2026-01-08 16:52:00,52.388166,4.85506,52.355162,4.887513,5,61.09,Thursday,16,False,sunny,high,4.27,46
ORD002904,2026-03-09 10:31:00,52.355177,4.927102,52.29749,4.932814,7,173.12,Monday,10,False,sunny,high,6.41,55
ORD002905,2026-03-16 15:05:00,52.335337,4.876131,52.301988,4.928003,7,90.73,Monday,15,False,sunny,medium,5.11,46
ORD002906,2026-02-13 11:41:00,52.346932,4.868126,52.382444,4.835972,6,79.28,Friday,11,False,sunny,high,4.5,51
ORD002907,2026-02-22 15:25:00,52.318311,4.880659,52.39135,4.906479,2,42.86,Sunday,15,True,sunny,high,8.29,58
ORD002908,2026-02-25 18:06:00,52.399077,4.93583,52.311619,4.959053,2,31.61,Wednesday,18,False,sunny,high,9.83,67
ORD002909,2026-01-12 20:51:00,52.393592,4.885747,52.371198,4.883089,6,102.06,Monday,20,False,rainy,medium,2.49,51
ORD002910,2026-02-15 22:54:00,52.365783,4.953268,52.348649,4.882454,6,82.11,Sunday,22,True,sunny,low,5.16,32
